run,run_type,replay_mode
27240,PI+SIDIS,coin
27241,PI+SIDIS,coin
27242,PI+SIDIS,coin
27243,PI+SIDIS,coin
27244,PI+SIDIS,coin
27245,PI+SIDIS,coin
27246,PI+SIDIS,coin
27247,HMSDIS,hms
27248,HMSDIS,hms
27249,PI+SIDIS,coin
27250,PI+SIDIS,coin
27251,PI+SIDIS,coin
27252,PI+SIDIS,coin
27253,PI+SIDIS,coin
27254,PI+SIDIS,coin
27255,PI+SIDIS,coin
27257,PI+SIDIS,coin
27258,PI+SIDIS,coin
27259,PI+SIDIS,coin
27261,PI+SIDIS,coin
27262,HMSDIS,hms
27264,HMSDIS,hms
27265,PI+SIDIS,coin
27266,PI+SIDIS,coin
27267,PI+SIDIS,coin
27269,PI+SIDIS,coin
27270,HMSDIS,hms
27271,PI+SIDIS,coin
27272,PI+SIDIS,coin
27273,PI+SIDIS,coin
27274,PI+SIDIS,coin
27275,PI+SIDIS,coin
27276,PI+SIDIS,coin
27277,PI+SIDIS,coin
27278,PI+SIDIS,coin
27279,PI+SIDIS,coin
27280,PI+SIDIS,coin
27281,PI+SIDIS,coin
27282,HMSDIS,hms
27283,HMSDIS,hms
27284,HMSDIS,hms
27285,PI+SIDIS,coin
27286,PI+SIDIS,coin
27287,PI+SIDIS,coin
27288,PI+SIDIS,coin
27289,PI+SIDIS,coin
27290,PI+SIDIS,coin
27291,PI+SIDIS,coin
27292,PI+SIDIS,coin
27293,PI+SIDIS,coin
27294,PI+SIDIS,coin
27295,HMSDIS,hms
27297,HMSDIS,hms
27298,HMSDIS,hms
27299,HMSDIS,hms
27300,PI+SIDIS,coin
27301,PI+SIDIS,coin
27302,PI+SIDIS,coin
27303,PI+SIDIS,coin
27304,PI+SIDIS,coin
27305,PI+SIDIS,coin
27306,PI+SIDIS,coin
27307,PI+SIDIS,coin
27308,PI+SIDIS,coin
27309,PI+SIDIS,coin
27310,PI+SIDIS,coin
27311,PI+SIDIS,coin
27312,PI+SIDIS,coin
27313,PI+SIDIS,coin
27314,PI+SIDIS,coin
27315,PI+SIDIS,coin
27316,PI+SIDIS,coin
27317,PI+SIDIS,coin
27318,PI+SIDIS,coin
27319,PI+SIDIS,coin
27320,PI+SIDIS,coin
27321,PI+SIDIS,coin
27322,PI+SIDIS,coin
27323,PI+SIDIS,coin
27324,PI+SIDIS,coin
27326,PI+SIDIS,coin
27327,PI+SIDIS,coin
27328,PI+SIDIS,coin
27329,PI+SIDIS,coin
27330,PI+SIDIS,coin
27331,PI+SIDIS,coin
27332,PI+SIDIS,coin
27333,PI+SIDIS,coin
27334,PI+SIDIS,coin
27335,PI+SIDIS,coin
27336,PI+SIDIS,coin
27337,PI+SIDIS,coin
27338,PI+SIDIS,coin
27339,PI+SIDIS,coin
27340,PI+SIDIS,coin
27341,PI+SIDIS,coin
27342,PI+SIDIS,coin
27343,PI+SIDIS,coin
27344,PI+SIDIS,coin
27345,PI+SIDIS,coin
27347,PI+SIDIS,coin
27348,PI+SIDIS,coin
27349,PI+SIDIS,coin
27350,PI+SIDIS,coin
27352,HMSHEE,hms
27355,HMSHEE,hms
27356,HMSHEE,hms
27357,HMSHEEP,coin
27358,PI-SIDIS,coin
27361,PI-SIDIS,coin
27362,PI-SIDIS,coin
27363,PI-SIDIS,coin
27364,PI-SIDIS,coin
27365,PI-SIDIS,coin
27366,PI-SIDIS,coin
27367,PI-SIDIS,coin
27368,PI-SIDIS,coin
27369,PI-SIDIS,coin
27370,PI-SIDIS,coin
27372,HMSDIS,hms
27373,HMSDIS,hms
27375,PI-SIDIS,coin
27376,PI-SIDIS,coin
27377,PI-SIDIS,coin
27378,PI-SIDIS,coin
27379,HMSDIS,hms
27381,PI-SIDIS,coin
27382,PI-SIDIS,coin
27383,PI-SIDIS,coin
27384,PI-SIDIS,coin
27385,PI-SIDIS,coin
27386,PI-SIDIS,coin
27387,PI-SIDIS,coin
27388,PI-SIDIS,coin
27389,PI-SIDIS,coin
27390,PI-SIDIS,coin
27391,PI-SIDIS,coin
27392,PI-SIDIS,coin
27393,PI-SIDIS,coin
27394,PI-SIDIS,coin
27395,PI-SIDIS,coin
27396,PI-SIDIS,coin
27397,PI-SIDIS,coin
27399,PI-SIDIS,coin
27400,PI-SIDIS,coin
27401,PI-SIDIS,coin
27402,PI-SIDIS,coin
27403,PI-SIDIS,coin
27406,PI-SIDIS,coin
27407,PI-SIDIS,coin
27408,PI-SIDIS,coin
27409,PI-SIDIS,coin
27410,PI-SIDIS,coin
27411,PI-SIDIS,coin
27412,PI-SIDIS,coin
27413,PI-SIDIS,coin
27414,PI-SIDIS,coin
27415,HMSDIS,hms
27417,HMSDIS,hms
27418,PI-SIDIS,coin
27419,PI-SIDIS,coin
27420,PI-SIDIS,coin
27421,PI-SIDIS,coin
27423,PI-SIDIS,coin
27424,PI-SIDIS,coin
27425,PI-SIDIS,coin
27426,PI-SIDIS,coin
27427,PI-SIDIS,coin
27428,PI-SIDIS,coin
27429,PI-SIDIS,coin
27430,HMSDIS,hms
27431,HMSDIS,hms
27432,PI-SIDIS,coin
27433,PI-SIDIS,coin
27435,PI-SIDIS,coin
27436,PI-SIDIS,coin
27437,PI-SIDIS,coin
27438,HMSDIS,hms
27439,PI-SIDIS,coin
27440,PI-SIDIS,coin
27442,PI-SIDIS,coin
27443,PI-SIDIS,coin
27444,PI-SIDIS,coin
27445,PI-SIDIS,coin
27446,PI-SIDIS,coin
27447,PI-SIDIS,coin
27448,PI-SIDIS,coin
27449,PI-SIDIS,coin
27451,PI-SIDIS,coin
27452,HMSDIS,hms
27453,HMSDIS,hms
27454,PI-SIDIS,coin
27455,PI-SIDIS,coin
27456,PI-SIDIS,coin
27457,HMSDIS,hms
27458,PI-SIDIS,coin
27459,PI-SIDIS,coin
27460,PI-SIDIS,coin
27461,PI-SIDIS,coin
27462,PI-SIDIS,coin
27463,PI-SIDIS,coin
27464,PI-SIDIS,coin
27465,PI-SIDIS,coin
27466,PI-SIDIS,coin
27467,PI+SIDIS,coin
27468,PI+SIDIS,coin
27469,HMSDIS,hms
27470,HMSDIS,hms
27471,PI+SIDIS,coin
27472,HMSDIS,hms
27473,PI+SIDIS,coin
27474,PI+SIDIS,coin
27475,PI+SIDIS,coin
27476,PI+SIDIS,coin
27477,PI+SIDIS,coin
27478,PI+SIDIS,coin
27479,PI+SIDIS,coin
27480,PI+SIDIS,coin
27481,PI+SIDIS,coin
27482,PI+SIDIS,coin
27483,PI+SIDIS,coin
27484,HMSDIS,hms
27485,HMSDIS,hms
27486,PI+SIDIS,coin
27487,PI+SIDIS,coin
27488,HMSDIS,hms
27490,PI+SIDIS,coin
27491,HMSDIS,hms
27492,PI+SIDIS,coin
27493,PI+SIDIS,coin
27494,HMSDIS,hms
27495,PI+SIDIS,coin
27496,PI+SIDIS,coin
27497,PI+SIDIS,coin
27498,HMSDIS,hms
27499,HMSDIS,hms
27500,PI-SIDIS,coin
27501,PI-SIDIS,coin
27502,PI-SIDIS,coin
27504,PI-SIDIS,coin
27505,PI-SIDIS,coin
27506,PI-SIDIS,coin
27507,PI+SIDIS,coin
27508,HMSDIS,hms
27509,HMSDIS,hms
27510,PI+SIDIS,coin
27511,HMSDIS,hms
27512,HMSDIS,hms
27513,PI+SIDIS,coin
27514,PI+SIDIS,coin
27515,PI+SIDIS,coin
27516,PI+SIDIS,coin
27517,HMSDIS,hms
27518,HMSDIS,hms
27519,PI+SIDIS,coin
27521,HMSDIS,hms
27522,HMSDIS,hms
27523,HMSDIS,hms
27530,PI+SIDIS,coin
27532,HMSDIS,hms
27533,HMSDIS,hms
27536,PI+SIDIS,coin
27537,PI+SIDIS,coin
27538,PI+SIDIS,coin
27539,PI+SIDIS,coin
27540,PI+SIDIS,coin
27541,PI-SIDIS,coin
27542,PI-SIDIS,coin
27543,PI-SIDIS,coin
27544,PI-SIDIS,coin
27545,PI-SIDIS,coin
27546,PI-SIDIS,coin
27547,PI-SIDIS,coin
27548,PI-SIDIS,coin
27550,PI-SIDIS,coin
27551,PI-SIDIS,coin
27552,PI-SIDIS,coin
27553,PI-SIDIS,coin
27554,PI-SIDIS,coin
27555,PI-SIDIS,coin
27556,PI-SIDIS,coin
27557,PI-SIDIS,coin
27558,PI+SIDIS,coin
27559,PI+SIDIS,coin
27560,HMSDIS,hms
27561,HMSDIS,hms
27562,PI+SIDIS,coin
27563,PI+SIDIS,coin
27564,HMSDIS,hms
27565,HMSDIS,hms
27566,HMSDIS,hms
27567,HMSDIS,hms
27572,HMSDIS,hms
27573,HMSDIS,hms
27574,HMSDIS,hms
27575,HMSDIS,hms
27576,HMSDIS,hms
27579,HMSDIS,hms
27580,HMSDIS,hms
27581,HMSDIS,hms
27582,HMSDIS,hms
27583,PI+SIDIS,coin
27584,PI+SIDIS,coin
27585,PI+SIDIS,coin
27586,PI+SIDIS,coin
27590,PI+SIDIS,coin
27591,PI+SIDIS,coin
27592,PI+SIDIS,coin
27593,PI+SIDIS,coin
27594,PI+SIDIS,coin
27595,PI+SIDIS,coin
27596,PI+SIDIS,coin
27597,PI+SIDIS,coin
27598,PI+SIDIS,coin
27599,PI+SIDIS,coin
27600,PI+SIDIS,coin
27601,PI+SIDIS,coin
27602,PI+SIDIS,coin
27603,PI+SIDIS,coin
27604,PI+SIDIS,coin
27605,PI+SIDIS,coin
27606,PI+SIDIS,coin
27607,PI+SIDIS,coin
27608,PI+SIDIS,coin
27609,PI+SIDIS,coin
27610,PI+SIDIS,coin
27612,PI+SIDIS,coin
27614,PI-SIDIS,coin
27615,PI-SIDIS,coin
27616,PI-SIDIS,coin
27617,PI-SIDIS,coin
27618,PI-SIDIS,coin
27619,PI-SIDIS,coin
27620,PI-SIDIS,coin
27621,PI-SIDIS,coin
27622,PI-SIDIS,coin
27623,PI-SIDIS,coin
27624,PI-SIDIS,coin
27625,PI-SIDIS,coin
27626,PI-SIDIS,coin
27627,PI-SIDIS,coin
27628,PI-SIDIS,coin
27629,PI-SIDIS,coin
27630,PI-SIDIS,coin
27631,PI-SIDIS,coin
27632,PI-SIDIS,coin
27633,PI-SIDIS,coin
27634,PI-SIDIS,coin
27635,PI-SIDIS,coin
27636,PI-SIDIS,coin
27637,PI-SIDIS,coin
27638,PI-SIDIS,coin
27639,PI-SIDIS,coin
27640,PI-SIDIS,coin
27641,PI-SIDIS,coin
27642,PI+SIDIS,coin
27643,PI+SIDIS,coin
27644,PI+SIDIS,coin
27650,PI+SIDIS,coin
27651,PI+SIDIS,coin
27652,PI+SIDIS,coin
27653,PI+SIDIS,coin
27654,PI+SIDIS,coin
27655,PI+SIDIS,coin
27656,PI+SIDIS,coin
27657,PI+SIDIS,coin
27658,PI+SIDIS,coin
27659,PI+SIDIS,coin
27660,HMSDIS,hms
27661,HMSDIS,hms
27662,HMSDIS,hms
27663,HMSDIS,hms
27664,PI+SIDIS,coin
27665,PI+SIDIS,coin
27666,PI+SIDIS,coin
27667,PI+SIDIS,coin
27668,PI+SIDIS,coin
27669,PI+SIDIS,coin
27670,PI+SIDIS,coin
27671,PI+SIDIS,coin
27672,PI+SIDIS,coin
27673,PI+SIDIS,coin
27674,PI+SIDIS,coin
27675,PI+SIDIS,coin
27676,HMSDIS,hms
27677,HMSDIS,hms
27678,PI+SIDIS,coin
27679,PI+SIDIS,coin
27680,HMSDIS,hms
27681,PI+SIDIS,coin
27682,PI+SIDIS,coin
27683,PI+SIDIS,coin
27684,PI+SIDIS,coin
27685,PI+SIDIS,coin
27686,PI+SIDIS,coin
27687,PI+SIDIS,coin
27688,PI+SIDIS,coin
27689,PI+SIDIS,coin
27690,PI+SIDIS,coin
27691,PI+SIDIS,coin
27692,PI+SIDIS,coin
27693,PI+SIDIS,coin
27694,PI+SIDIS,coin
27695,PI+SIDIS,coin
27696,PI+SIDIS,coin
27697,PI+SIDIS,coin
27698,PI+SIDIS,coin
27699,PI+SIDIS,coin
27700,PI+SIDIS,coin
27701,PI+SIDIS,coin
27702,PI+SIDIS,coin
27703,PI-SIDIS,coin
27704,PI-SIDIS,coin
27705,PI-SIDIS,coin
27706,PI-SIDIS,coin
27707,PI-SIDIS,coin
27708,PI-SIDIS,coin
27709,PI-SIDIS,coin
27710,PI-SIDIS,coin
27711,PI-SIDIS,coin
27712,PI-SIDIS,coin
27713,PI-SIDIS,coin
27714,PI-SIDIS,coin
27715,PI-SIDIS,coin
27716,PI-SIDIS,coin
27717,PI-SIDIS,coin
27718,PI-SIDIS,coin
27719,PI-SIDIS,coin
27720,PI-SIDIS,coin
27721,PI-SIDIS,coin
27722,PI-SIDIS,coin
27723,PI-SIDIS,coin
27724,PI-SIDIS,coin
27725,PI-SIDIS,coin
27726,PI-SIDIS,coin
27727,PI-SIDIS,coin
27728,PI-SIDIS,coin
27730,PI-SIDIS,coin
27731,PI-SIDIS,coin
27732,PI-SIDIS,coin
27733,HMSHEEP,coin
27734,HMSHEEP,coin
27735,HMSHEE,hms
27736,HMSHEEP,coin
27737,HMSHEE,hms
27738,HMSHEE,hms
27739,HMSHEEP,coin
27740,HMSHEEP,coin
27741,HMSHEE,hms
27742,HMSHEEP,coin
27743,HMSHEE,hms
27744,HMSHEE,hms
27745,PI+SIDIS,coin
27746,PI+SIDIS,coin
27747,PI+SIDIS,coin
27748,PI+SIDIS,coin
27749,PI-SIDIS,coin
27750,PI-SIDIS,coin
27751,PI-SIDIS,coin
27752,PI-SIDIS,coin
27753,PI+SIDIS,coin
27754,PI+SIDIS,coin
27756,PI-SIDIS,coin
27757,PI-SIDIS,coin
27758,PI-SIDIS,coin
27759,PI-SIDIS,coin
27760,PI-SIDIS,coin
27761,HMSDIS,hms
27762,PI-SIDIS,coin
27763,PI-SIDIS,coin
27764,HMSDIS,hms
27765,PI-SIDIS,coin
27766,PI-SIDIS,coin
27767,PI-SIDIS,coin
27768,PI-SIDIS,coin
27769,PI+SIDIS,coin
27770,PI+SIDIS,coin
27771,PI+SIDIS,coin
27772,PI+SIDIS,coin
27773,PI+SIDIS,coin
27774,PI+SIDIS,coin
27775,PI+SIDIS,coin
27776,PI+SIDIS,coin
27777,PI+SIDIS,coin
27778,PI+SIDIS,coin
27779,HMSDIS,hms
27780,HMSDIS,hms
27783,PI+SIDIS,coin
27786,HMSDIS,hms
27787,PI+SIDIS,coin
27788,PI+SIDIS,coin
27789,PI+SIDIS,coin
27790,PI+SIDIS,coin
27791,PI+SIDIS,coin
27792,HMSDIS,hms
27793,HMSDIS,hms
27794,HMSDIS,hms
27795,HMSDIS,hms
27796,PI+SIDIS,coin
27798,HMSDIS,hms
27799,PI+SIDIS,coin
27800,PI+SIDIS,coin
27801,PI+SIDIS,coin
27802,PI+SIDIS,coin
27803,PI-SIDIS,coin
27804,PI-SIDIS,coin
27805,PI-SIDIS,coin
27806,PI-SIDIS,coin
27807,PI-SIDIS,coin
27809,PI-SIDIS,coin
27810,PI-SIDIS,coin
27811,PI-SIDIS,coin
27812,PI-SIDIS,coin
27813,PI-SIDIS,coin
27814,PI-SIDIS,coin
27815,PI-SIDIS,coin
27816,PI-SIDIS,coin
27817,PI-SIDIS,coin
27818,PI-SIDIS,coin
27819,PI-SIDIS,coin
27820,PI-SIDIS,coin
27821,PI-SIDIS,coin
27822,PI-SIDIS,coin
27823,PI-SIDIS,coin
27824,HMSDIS,hms
27825,PI-SIDIS,coin
27826,HMSDIS,hms
27827,PI-SIDIS,coin
27828,PI-SIDIS,coin
27829,PI-SIDIS,coin
27830,PI-SIDIS,coin
27831,PI-SIDIS,coin
27832,PI-SIDIS,coin
27833,PI-SIDIS,coin
27834,PI-SIDIS,coin
27835,HMSDIS,hms
27836,PI-SIDIS,coin
27837,PI-SIDIS,coin
27838,PI-SIDIS,coin
27839,PI-SIDIS,coin
27840,HMSDIS,hms
27841,PI+SIDIS,coin
27842,PI+SIDIS,coin
27843,PI+SIDIS,coin
27844,PI+SIDIS,coin
27845,PI+SIDIS,coin
27846,PI+SIDIS,coin
27847,PI+SIDIS,coin
27848,PI+SIDIS,coin
27849,PI+SIDIS,coin
27850,HMSDIS,hms
27852,PI+SIDIS,coin
27853,PI+SIDIS,coin
27854,HMSDIS,hms
27855,PI+SIDIS,coin
27856,HMSDIS,hms
27857,HMSDIS,hms
27858,PI+SIDIS,coin
27859,PI+SIDIS,coin
27860,PI+SIDIS,coin
27861,PI+SIDIS,coin
27862,PI+SIDIS,coin
27863,PI+SIDIS,coin
27864,PI+SIDIS,coin
27865,HMSDIS,hms
27867,PI+SIDIS,coin
27868,PI+SIDIS,coin
27870,HMSDIS,hms
27871,PI+SIDIS,coin
27872,PI+SIDIS,coin
27873,PI+SIDIS,coin
27874,PI+SIDIS,coin
27875,PI+SIDIS,coin
27876,PI+SIDIS,coin
27877,PI+SIDIS,coin
27878,PI+SIDIS,coin
27879,HMSDIS,hms
27881,PI+SIDIS,coin
27883,PI+SIDIS,coin
27884,PI+SIDIS,coin
27885,HMSDIS,hms
27886,PI+SIDIS,coin
27887,PI+SIDIS,coin
27888,PI+SIDIS,coin
27891,PI+SIDIS,coin
27892,PI+SIDIS,coin
27893,PI+SIDIS,coin
27894,HMSDIS,hms
27895,HMSDIS,hms
27896,HMSDIS,hms
27897,HMSDIS,hms
27898,PI+SIDIS,coin
27899,PI+SIDIS,coin
27900,PI+SIDIS,coin
27901,PI+SIDIS,coin
27902,PI+SIDIS,coin
27903,HMSDIS,hms
27904,HMSDIS,hms
27905,PI+SIDIS,coin
27906,PI+SIDIS,coin
27907,PI+SIDIS,coin
27908,PI+SIDIS,coin
27909,PI+SIDIS,coin
27910,HMSDIS,hms
27911,HMSDIS,hms
27912,PI+SIDIS,coin
27913,PI+SIDIS,coin
27914,PI+SIDIS,coin
27915,PI+SIDIS,coin
27916,PI+SIDIS,coin
27918,PI+SIDIS,coin
27925,PI+SIDIS,coin
27926,PI+SIDIS,coin
27927,PI+SIDIS,coin
27928,PI+SIDIS,coin
27929,PI+SIDIS,coin
27931,PI+SIDIS,coin
27932,PI-SIDIS,coin
27933,PI-SIDIS,coin
27934,PI-SIDIS,coin
27935,PI-SIDIS,coin
27936,PI-SIDIS,coin
27937,PI-SIDIS,coin
27938,PI-SIDIS,coin
27939,HMSDIS,hms
27940,PI-SIDIS,coin
27941,PI-SIDIS,coin
27942,PI-SIDIS,coin
27943,HMSDIS,hms
27944,PI-SIDIS,coin
27945,PI-SIDIS,coin
27946,PI-SIDIS,coin
27947,PI-SIDIS,coin
27948,PI-SIDIS,coin
27949,PI-SIDIS,coin
27951,PI-SIDIS,coin
27952,PI-SIDIS,coin
27953,PI-SIDIS,coin
27954,PI-SIDIS,coin
27956,PI-SIDIS,coin
27957,PI-SIDIS,coin
27958,PI-SIDIS,coin
27959,HMSDIS,hms
27962,PI-SIDIS,coin
27963,PI-SIDIS,coin
27964,PI-SIDIS,coin
27965,PI-SIDIS,coin
27966,PI-SIDIS,coin
27967,PI-SIDIS,coin
27968,PI-SIDIS,coin
27969,HMSDIS,hms
27970,HMSDIS,hms
27972,PI-SIDIS,coin
27973,PI-SIDIS,coin
27974,PI-SIDIS,coin
27975,HMSDIS,hms
27976,PI-SIDIS,coin
27977,PI-SIDIS,coin
27978,PI-SIDIS,coin
27979,PI-SIDIS,coin
27980,PI-SIDIS,coin
27981,PI-SIDIS,coin
27982,PI-SIDIS,coin
27983,PI-SIDIS,coin
27984,PI-SIDIS,coin
27985,PI-SIDIS,coin
27986,PI-SIDIS,coin
27987,PI-SIDIS,coin
27988,PI-SIDIS,coin
27989,PI-SIDIS,coin
27990,PI-SIDIS,coin
27992,PI-SIDIS,coin
27993,PI-SIDIS,coin
27994,PI-SIDIS,coin
27995,HMSDIS,hms
27996,HMSDIS,hms
27997,HMSDIS,hms
27998,HMSDIS,hms
27999,HMSDIS,hms
28000,HMSDIS,hms
28001,HMSDIS,hms
28002,HMSDIS,hms
28003,HMSDIS,hms
28004,HMSDIS,hms
28005,HMSDIS,hms
28006,HMSDIS,hms
28007,HMSDIS,hms
28008,HMSDIS,hms
28010,HMSDIS,hms
28012,HMSDIS,hms
28014,HMSDIS,hms
28015,HMSDIS,hms
28016,HMSDIS,hms
28018,HMSDIS,hms
28019,HMSDIS,hms
28020,HMSDIS,hms
28021,PI-SIDIS,coin
28022,PI-SIDIS,coin
28023,PI-SIDIS,coin
28024,PI-SIDIS,coin
28025,PI-SIDIS,coin
28026,PI-SIDIS,coin
28027,PI+SIDIS,coin
28028,PI+SIDIS,coin
28029,HMSDIS,hms
28030,PI+SIDIS,coin
28031,HMSDIS,hms
28032,PI+SIDIS,coin
28033,HMSDIS,hms
28034,PI+SIDIS,coin
28035,PI+SIDIS,coin
28036,PI+SIDIS,coin
28037,HMSDIS,hms
28038,HMSDIS,hms
28039,PI+SIDIS,coin
28040,HMSDIS,hms
28042,PI+SIDIS,coin
28043,PI+SIDIS,coin
28045,HMSDIS,hms
28048,PI+SIDIS,coin
28049,HMSDIS,hms
28050,PI+SIDIS,coin
28051,PI+SIDIS,coin
28052,HMSDIS,hms
28053,PI-SIDIS,coin
28054,PI-SIDIS,coin
28055,PI-SIDIS,coin
28056,PI-SIDIS,coin
28057,PI-SIDIS,coin
28058,PI-SIDIS,coin
28059,PI-SIDIS,coin
28060,PI+SIDIS,coin
28061,HMSDIS,hms
28062,PI+SIDIS,coin
28063,HMSDIS,hms
28064,HMSDIS,hms
28065,PI+SIDIS,coin
28066,PI+SIDIS,coin
28067,PI+SIDIS,coin
28068,HMSDIS,hms
28069,PI+SIDIS,coin
28073,HMSDIS,hms
28074,HMSDIS,hms
28076,PI+SIDIS,coin
28077,PI+SIDIS,coin
28078,PI-SIDIS,coin
28080,PI-SIDIS,coin
28081,PI-SIDIS,coin
28082,PI-SIDIS,coin
28083,SHMSHEEP,coin
28084,SHMSHEEP,coin
28085,SHMSHEE,shms
28086,SHMSHEEP,coin
28087,SHMSHEE,shms
28088,SHMSHEE,shms
28089,SHMSHEE,shms
28090,SHMSHEE,shms
28091,HMSHEEP,coin
28092,HMSHEEP,coin
28093,HMSHEEP,coin
28094,HMSHEE,hms
28095,HMSHEEP,coin
28098,HMSHEEP,coin
28099,HMSHEEP,coin
28100,HMSHEEP,coin
28101,HMSHEEP,coin
28102,HMSHEEP,coin
28103,HMSHEEP,coin
28104,HMSHEEP,coin
28105,HMSHEEP,coin
28106,HMSHEEP,coin
28108,PI+SIDIS,coin
28109,PI+SIDIS,coin
28110,PI+SIDIS,coin
28111,PI+SIDIS,coin
28112,PI+SIDIS,coin
28113,HMSDIS,hms
28114,HMSDIS,hms
28117,PI+SIDIS,coin
28118,HMSDIS,hms
28119,PI+SIDIS,coin
28120,PI+SIDIS,coin
28122,HMSDIS,hms
28123,PI+SIDIS,coin
28124,PI+SIDIS,coin
28125,PI+SIDIS,coin
28126,PI+SIDIS,coin
28127,PI+SIDIS,coin
28128,PI+SIDIS,coin
28129,PI+SIDIS,coin
28130,PI+SIDIS,coin
28131,PI+SIDIS,coin
28132,PI+SIDIS,coin
28133,PI+SIDIS,coin
28134,PI+SIDIS,coin
28135,PI+SIDIS,coin
28136,PI-SIDIS,coin
28137,PI-SIDIS,coin
28138,PI-SIDIS,coin
28139,PI-SIDIS,coin
28140,PI-SIDIS,coin
28141,PI-SIDIS,coin
28142,PI-SIDIS,coin
28143,PI-SIDIS,coin
28144,PI-SIDIS,coin
28145,PI-SIDIS,coin
28148,HMSDIS,hms
28149,PI-SIDIS,coin
28150,HMSDIS,hms
28152,PI-SIDIS,coin
28154,PI-SIDIS,coin
28155,PI+SIDIS,coin
28156,PI+SIDIS,coin
28157,PI+SIDIS,coin
28158,PI+SIDIS,coin
28159,PI+SIDIS,coin
28160,PI+SIDIS,coin
28161,PI+SIDIS,coin
28162,PI+SIDIS,coin
28163,HMSDIS,hms
28164,HMSDIS,hms
28165,PI+SIDIS,coin
28166,PI+SIDIS,coin
28167,PI+SIDIS,coin
28168,PI+SIDIS,coin
28169,PI+SIDIS,coin
28170,HMSDIS,hms
28171,PI+SIDIS,coin
28172,PI+SIDIS,coin
28173,PI+SIDIS,coin
